SERVICE_ID,BLOCK_ID,PULLOUTTIME,PULLINTIME
19,60382,13230,81810
19,60383,15090,84180
19,60384,16890,85680
19,60385,18120,83820
19,60386,18690,87210
19,60387,21420,94980
19,60388,20670,93690
19,60389,24420,84540
19,60390,22890,91800
19,62031,18840,88080
19,62032,19920,86460
19,66101,17640,88020
19,66102,21240,91620
19,66103,19020,89220
20,60001,10590,86700
20,60002,14670,81870
20,60003,15270,83370
20,60004,17100,90210
20,60005,16980,92100
20,60006,18630,93900
20,60007,20700,92010
20,60008,23100,90270
20,60141,12090,89220
20,60142,14370,90120
20,60143,15300,91020
20,60144,16350,91920
20,60145,17130,80850
20,60146,18180,93720
20,60147,21150,85440
20,60148,22680,83640
20,60149,24540,92820
20,60261,12420,88080
20,60262,14220,93030
20,60263,14220,89880
20,60264,15480,91020
20,60265,16020,81120
20,60266,17820,92940
20,60267,18420,83280
20,60268,19140,83370
20,60269,22740,91680
20,60381,9630,89880
20,60382,13230,81810
20,60383,15090,84180
20,60384,16890,85680
20,60385,18120,83820
20,60386,18690,87210
20,60387,21420,94980
20,60388,20670,93690
20,60389,24420,84540
20,60390,22890,91800
20,62031,18840,88080
20,62032,19920,86460
21,60001,14340,92070
21,60002,15360,82890
21,60003,16110,83370
21,60004,17670,36090
21,60005,17760,67320
21,60006,19470,86490
21,60007,20490,70920
21,60008,22140,92130
21,60009,22650,31710
21,60010,24450,90090
21,60011,56580,89610
21,60012,57270,85290
21,60141,12090,83640
21,60142,13680,34770
21,60143,14610,35070
21,60144,15780,90120
21,60145,16410,85440
21,60146,16740,69870
21,60147,18090,80910
21,60148,18270,91920
21,60149,20250,89220
21,60150,20910,38370
21,60151,21930,67530
21,60152,27030,91020
21,60153,53880,93720
21,60154,56880,92820
21,60261,11940,83670
21,60262,13140,88260
21,60263,14280,83460
21,60264,14580,66990
21,60265,15840,91320
21,60266,16080,90240
21,60267,16500,92880
21,60268,16920,38370
21,60269,18720,32760
21,60270,20640,93120
21,60271,21360,34920
21,60272,24060,91680
21,60273,52500,70620
21,60274,56220,80640
21,60381,9630,95580
21,60382,11430,70560
21,60383,13230,83010
21,60384,14970,85410
21,60385,16200,82560
21,60386,16950,87210
21,60387,17370,79410
21,60388,18090,35670
21,60389,18630,94350
21,60390,19050,32340
21,60391,19890,86040
21,60392,20880,29790
21,60393,21690,30690
21,60394,24330,66510
21,60395,54330,72330
21,60396,55800,69090
21,60397,58110,94230
21,60398,59640,91980
21,62031,18840,87660
21,62032,19800,86760
21,66101,14280,0
21,66102,14640,88620
21,66104,16440,37020
21,66105,17880,0
21,66106,18240,34620
21,66107,52020,74220
21,66108,55620,73020
21,66109,59220,70620
902,88411,25200,84120
902,88412,25200,83760
902,88413,25920,82680
902,88414,26640,83400
1002,88401,25020,82920
1002,88402,25200,83760
1002,88403,26100,84000
1002,88404,25560,83460
1521,66101,14280,86280
1521,66105,17880,87720
1621,66101,14280,90420
1621,66105,17880,94020
